order_id,courier_id,zone_id,date_id,delivery_date,scheduled_hour,distance_km,sla_target_minutes,actual_time_minutes,delivery_status,failure_reason_id,attempt_number,sla_breached
ORD-01055,25,2,729,2025-12-29,16,10.41,75,82,Delivered,,1,True
ORD-01056,23,7,142,2024-05-21,12,20.51,90,88,Delivered,,1,False
ORD-01057,15,12,310,2024-11-05,15,11.5,75,70,Delivered,,1,False
ORD-01058,25,1,571,2025-07-24,11,15.63,75,110,Delivered,,1,True
ORD-01059,37,3,524,2025-06-07,11,18.33,75,95,Delivered,,1,True
ORD-01060,4,11,127,2024-05-06,16,2.98,75,39,Delivered,,1,False
ORD-01061,39,10,616,2025-09-07,13,9.23,90,30,Delivered,,1,False
ORD-01062,26,3,180,2024-06-28,10,14.49,75,93,Delivered,,1,True
ORD-01063,4,9,180,2024-06-28,12,19.7,90,159,Delivered,,1,True
ORD-01064,28,12,399,2025-02-02,10,19.29,75,79,Delivered,,1,True
ORD-01065,13,8,445,2025-03-20,12,9.29,90,60,Delivered,,1,False
ORD-01066,40,12,436,2025-03-11,13,9.01,75,70,Failed,3.0,1,
ORD-01067,21,11,79,2024-03-19,18,8.98,75,100,Delivered,,2,True
ORD-01068,13,6,662,2025-10-23,12,11.03,90,122,Failed,3.0,2,
ORD-01069,40,8,212,2024-07-30,14,5.16,90,27,Failed,5.0,1,
ORD-01070,13,11,108,2024-04-17,12,17.43,75,228,Delivered,,1,True
ORD-01071,6,2,671,2025-11-01,16,16.01,75,72,Delivered,,1,False
ORD-01072,10,5,708,2025-12-08,8,19.17,75,142,Delivered,,1,True
ORD-01073,20,8,651,2025-10-12,13,5.48,90,18,Delivered,,1,False
ORD-01074,35,4,611,2025-09-02,10,21.5,75,124,Delivered,,1,True
ORD-01075,36,8,493,2025-05-07,14,19.81,90,90,Delivered,,1,False
ORD-01076,2,7,411,2025-02-14,14,12.6,90,58,Delivered,,1,False
ORD-01077,17,3,75,2024-03-15,9,12.68,75,45,Delivered,,1,False
ORD-01078,40,5,316,2024-11-11,9,16.78,75,98,Delivered,,1,True
ORD-01079,5,7,293,2024-10-19,15,14.78,90,42,Delivered,,1,False
ORD-01080,24,2,207,2024-07-25,8,11.58,75,72,Delivered,,1,False
ORD-01081,25,4,545,2025-06-28,20,7.21,75,32,Delivered,,1,False
ORD-01082,7,6,364,2024-12-29,13,5.51,90,51,Delivered,,1,False
ORD-01083,12,4,71,2024-03-11,13,4.64,75,21,Delivered,,1,False
ORD-01084,2,1,177,2024-06-25,11,13.61,75,140,Delivered,,1,True
ORD-01085,32,7,514,2025-05-28,16,4.66,90,18,Delivered,,1,False
ORD-01086,23,6,67,2024-03-07,14,17.6,90,121,Delivered,,1,True
ORD-01087,33,5,642,2025-10-03,17,7.42,75,45,Delivered,,1,False
ORD-01088,25,1,363,2024-12-28,19,18.43,75,169,Delivered,,2,True
ORD-01089,9,2,355,2024-12-20,16,10.07,75,83,Delivered,,1,True
ORD-01090,40,11,445,2025-03-20,15,5.34,75,56,Failed,3.0,2,
ORD-01091,39,6,622,2025-09-13,13,8.21,90,47,Delivered,,1,False
ORD-01092,9,10,274,2024-09-30,13,18.73,90,129,Delivered,,2,True
ORD-01093,34,3,511,2025-05-25,12,3.62,75,19,Delivered,,1,False
ORD-01094,10,11,425,2025-02-28,19,4.63,75,36,Delivered,,2,False
ORD-01095,8,3,213,2024-07-31,11,11.17,75,72,Delivered,,1,False
ORD-01096,2,6,663,2025-10-24,18,8.95,90,64,Delivered,,1,False
ORD-01097,20,8,602,2025-08-24,16,11.77,90,51,Delivered,,1,False
ORD-01098,18,3,495,2025-05-09,16,8.56,75,61,Failed,5.0,2,
ORD-01099,40,5,642,2025-10-03,14,18.99,75,146,Delivered,,1,True
ORD-01100,15,4,655,2025-10-16,15,6.97,75,43,Failed,2.0,1,
ORD-01101,9,9,534,2025-06-17,17,15.38,90,93,Delivered,,1,True
ORD-01102,24,3,632,2025-09-23,17,21.87,75,161,Delivered,,1,True
ORD-01103,11,4,526,2025-06-09,11,21.03,75,119,Delivered,,1,True
ORD-01104,1,5,512,2025-05-26,19,20.01,75,113,Delivered,,1,True
ORD-01105,13,4,465,2025-04-09,9,10.91,75,62,Delivered,,1,False
ORD-01106,29,10,568,2025-07-21,13,9.09,90,48,Delivered,,1,False
ORD-01107,16,7,130,2024-05-09,12,12.24,90,35,Delivered,,1,False
ORD-01108,25,12,665,2025-10-26,11,12.27,75,100,Delivered,,1,True
ORD-01109,37,10,659,2025-10-20,13,20.18,90,122,Delivered,,1,True
ORD-01110,3,9,26,2024-01-26,9,9.06,90,42,Delivered,,1,False
ORD-01111,3,4,623,2025-09-14,13,8.89,75,49,Delivered,,1,False
ORD-01112,3,9,108,2024-04-17,12,12.24,90,63,Delivered,,1,False
ORD-01113,4,4,264,2024-09-20,11,18.99,75,155,Delivered,,1,True
ORD-01114,19,8,561,2025-07-14,10,4.21,90,20,Delivered,,1,False
ORD-01115,4,12,131,2024-05-10,13,10.43,75,65,Delivered,,1,False
ORD-01116,29,2,617,2025-09-08,16,2.53,75,19,Failed,2.0,1,
ORD-01117,35,3,628,2025-09-19,12,6.66,75,32,Delivered,,1,False
ORD-01118,12,8,373,2025-01-07,14,17.27,90,61,Delivered,,1,False
ORD-01119,30,2,6,2024-01-06,11,2.51,75,16,Delivered,,1,False
ORD-01120,11,12,228,2024-08-15,16,1.7,75,15,Delivered,,1,False
ORD-01121,29,11,464,2025-04-08,12,14.37,75,139,Delivered,,1,True
ORD-01122,33,10,722,2025-12-22,19,6.55,90,27,Delivered,,1,False
ORD-01123,3,3,475,2025-04-19,18,6.33,75,20,Delivered,,1,False
ORD-01124,10,3,207,2024-07-25,17,14.05,75,70,Delivered,,1,False
ORD-01125,4,7,477,2025-04-21,11,12.34,90,55,Delivered,,1,False
ORD-01126,29,5,402,2025-02-05,14,7.61,75,30,Delivered,,1,False
ORD-01127,13,1,588,2025-08-10,14,2.26,75,15,Delivered,,2,False
ORD-01128,1,10,91,2024-03-31,18,8.02,90,51,Failed,2.0,1,
ORD-01129,30,7,574,2025-07-27,12,10.79,90,31,Delivered,,1,False
ORD-01130,16,9,403,2025-02-06,11,16.12,90,57,Delivered,,1,False
ORD-01131,14,1,711,2025-12-11,10,3.99,75,31,Delivered,,1,False
ORD-01132,3,3,270,2024-09-26,17,8.2,75,40,Delivered,,1,False
ORD-01133,39,5,476,2025-04-20,12,14.76,75,49,Delivered,,2,False
ORD-01134,19,10,695,2025-11-25,15,12.66,90,91,Delivered,,1,True
ORD-01135,36,3,87,2024-03-27,19,15.97,75,71,Delivered,,1,False
ORD-01136,3,2,697,2025-11-27,16,15.42,75,122,Delivered,,1,True
ORD-01137,25,2,518,2025-06-01,16,10.36,75,66,Delivered,,1,False
ORD-01138,19,8,61,2024-03-01,10,17.17,90,77,Delivered,,1,False
ORD-01139,22,9,239,2024-08-26,12,2.96,90,15,Delivered,,1,False
ORD-01140,40,1,534,2025-06-17,9,2.13,75,23,Delivered,,1,False
ORD-01141,34,2,60,2024-02-29,13,17.06,75,141,Delivered,,1,True
ORD-01142,19,7,437,2025-03-12,14,2.61,90,15,Delivered,,1,False
ORD-01143,37,10,273,2024-09-29,12,10.27,90,60,Delivered,,1,False
ORD-01144,32,9,467,2025-04-11,16,3.35,90,17,Delivered,,1,False
ORD-01145,12,10,41,2024-02-10,11,11.32,90,44,Delivered,,1,False
ORD-01146,1,2,658,2025-10-19,8,14.06,75,88,Delivered,,1,True
ORD-01147,14,10,717,2025-12-17,20,17.23,90,137,Failed,2.0,2,
ORD-01148,14,1,715,2025-12-15,15,21.04,75,200,Delivered,,1,True
ORD-01149,5,5,565,2025-07-18,11,7.58,75,27,Delivered,,1,False
ORD-01150,1,2,108,2024-04-17,15,10.43,75,62,Delivered,,1,False
ORD-01151,37,10,571,2025-07-24,19,13.3,90,109,Delivered,,2,True
ORD-01152,31,8,22,2024-01-22,17,11.95,90,37,Delivered,,1,False
ORD-01153,10,11,20,2024-01-20,13,19.09,75,155,Delivered,,1,True
ORD-01154,22,8,256,2024-09-12,16,21.41,90,57,Delivered,,1,False
ORD-01155,4,9,360,2024-12-25,11,21.14,90,95,Delivered,,1,True
ORD-01156,36,9,581,2025-08-03,8,6.24,90,15,Delivered,,1,False
ORD-01157,23,2,514,2025-05-28,19,15.95,75,156,Delivered,,1,True
ORD-01158,22,7,337,2024-12-02,14,10.4,90,38,Delivered,,1,False
ORD-01159,39,7,218,2024-08-05,10,13.6,90,42,Delivered,,1,False
ORD-01160,20,12,730,2025-12-30,17,18.83,75,118,Delivered,,2,True
ORD-01161,16,6,326,2024-11-21,13,20.07,90,144,Delivered,,1,True
ORD-01162,20,3,340,2024-12-05,9,21.52,75,174,Delivered,,2,True
ORD-01163,33,1,134,2024-05-13,17,18.39,75,132,Delivered,,1,True
ORD-01164,13,6,599,2025-08-21,18,21.81,90,179,Delivered,,1,True
ORD-01165,20,6,522,2025-06-05,10,12.85,90,109,Failed,2.0,1,
ORD-01166,34,11,178,2024-06-26,20,3.04,75,33,Delivered,,1,False
ORD-01167,30,7,72,2024-03-12,16,17.95,90,46,Delivered,,1,False
ORD-01168,20,1,513,2025-05-27,15,17.42,75,180,Delivered,,1,True
ORD-01169,22,8,493,2025-05-07,18,9.89,90,29,Delivered,,1,False
ORD-01170,20,1,218,2024-08-05,14,19.12,75,207,Delivered,,1,True
ORD-01171,14,6,705,2025-12-05,10,12.73,90,91,Delivered,,1,True
ORD-01172,21,8,124,2024-05-03,15,3.37,90,15,Delivered,,1,False
ORD-01173,18,2,330,2024-11-25,8,5.47,75,35,Delivered,,1,False
ORD-01174,7,4,701,2025-12-01,13,15.06,75,130,Delivered,,1,True
ORD-01175,10,12,323,2024-11-18,17,9.78,75,57,Delivered,,1,False
ORD-01176,5,5,480,2025-04-24,14,14.8,75,86,Delivered,,1,True
ORD-01177,4,3,310,2024-11-05,8,16.84,75,134,Delivered,,1,True
ORD-01178,7,7,218,2024-08-05,9,12.5,90,62,Delivered,,1,False
ORD-01179,39,10,723,2025-12-23,15,4.37,90,20,Delivered,,1,False
ORD-01180,40,6,317,2024-11-12,11,9.49,90,80,Failed,7.0,1,
ORD-01181,35,2,674,2025-11-04,20,19.42,75,79,Delivered,,1,True
ORD-01182,37,3,185,2024-07-03,9,5.04,75,29,Delivered,,1,False
ORD-01183,30,2,172,2024-06-20,13,7.46,75,51,Delivered,,1,False
ORD-01184,30,8,28,2024-01-28,11,20.01,90,94,Delivered,,1,True
ORD-01185,40,5,491,2025-05-05,18,14.9,75,107,Delivered,,1,True
ORD-01186,22,6,290,2024-10-16,13,12.27,90,56,Delivered,,2,False
ORD-01187,11,5,653,2025-10-14,16,12.88,75,59,Delivered,,1,False
ORD-01188,33,2,352,2024-12-17,12,6.01,75,34,Delivered,,1,False
ORD-01189,21,9,715,2025-12-15,15,8.96,90,58,Delivered,,1,False
ORD-01190,30,7,151,2024-05-30,14,10.6,90,42,Delivered,,1,False
ORD-01191,36,3,656,2025-10-17,20,16.89,75,62,Delivered,,2,False
ORD-01192,28,7,585,2025-08-07,14,19.83,90,82,Delivered,,1,False
ORD-01193,16,3,582,2025-08-04,15,20.87,75,73,Delivered,,1,False
ORD-01194,37,8,638,2025-09-29,10,3.02,90,20,Delivered,,1,False
ORD-01195,36,2,574,2025-07-27,17,18.88,75,115,Delivered,,1,True
ORD-01196,26,2,471,2025-04-15,14,15.43,75,126,Delivered,,1,True
ORD-01197,25,6,109,2024-04-18,13,18.45,90,189,Delivered,,2,True
ORD-01198,38,11,30,2024-01-30,17,9.34,75,106,Delivered,,2,True
ORD-01199,25,10,689,2025-11-19,14,12.55,90,94,Failed,3.0,1,
ORD-01200,20,10,464,2025-04-08,17,11.15,90,60,Delivered,,1,False
ORD-01201,28,12,601,2025-08-23,20,19.58,75,116,Delivered,,1,True
ORD-01202,38,1,356,2024-12-21,14,13.57,75,67,Delivered,,1,False
ORD-01203,9,5,99,2024-04-08,9,1.57,75,15,Delivered,,1,False
ORD-01204,4,1,105,2024-04-14,16,15.94,75,95,Delivered,,1,True
ORD-01205,8,5,516,2025-05-30,17,20.13,75,76,Delivered,,1,True
ORD-01206,38,7,328,2024-11-23,14,5.69,90,15,Delivered,,1,False
ORD-01207,25,7,162,2024-06-10,14,1.79,90,15,Delivered,,1,False
ORD-01208,9,4,361,2024-12-26,14,19.44,75,142,Delivered,,1,True
ORD-01209,27,3,58,2024-02-27,11,5.36,75,29,Delivered,,1,False
ORD-01210,9,1,437,2025-03-12,9,11.26,75,140,Failed,1.0,1,
ORD-01211,28,3,214,2024-08-01,9,16.5,75,101,Delivered,,1,True
ORD-01212,30,12,602,2025-08-24,14,7.61,75,36,Delivered,,1,False
ORD-01213,30,9,246,2024-09-02,12,2.96,90,17,Delivered,,1,False
ORD-01214,23,4,341,2024-12-06,10,6.49,75,50,Failed,1.0,2,
ORD-01215,33,5,11,2024-01-11,12,21.08,75,78,Delivered,,1,True
ORD-01216,3,1,65,2024-03-05,14,19.6,75,181,Delivered,,1,True
ORD-01217,38,8,308,2024-11-03,19,21.34,90,76,Delivered,,1,False
ORD-01218,34,5,355,2024-12-20,13,16.41,75,70,Delivered,,1,False
ORD-01219,40,2,451,2025-03-26,11,5.28,75,40,Delivered,,1,False
ORD-01220,5,11,232,2024-08-19,15,4.9,75,56,Delivered,,1,False
ORD-01221,40,1,523,2025-06-06,18,3.47,75,35,Delivered,,1,False
ORD-01222,31,8,649,2025-10-10,13,14.34,90,62,Delivered,,1,False
ORD-01223,22,7,588,2025-08-10,12,15.07,90,27,Delivered,,1,False
ORD-01224,11,1,36,2024-02-05,15,12.88,75,72,Delivered,,1,False
ORD-01225,37,5,355,2024-12-20,9,20.77,75,143,Delivered,,1,True
ORD-01226,37,1,89,2024-03-29,15,21.44,75,142,Delivered,,1,True
ORD-01227,40,1,193,2024-07-11,11,7.35,75,56,Failed,1.0,2,
ORD-01228,17,3,724,2025-12-24,14,6.47,75,37,Delivered,,1,False
ORD-01229,1,12,118,2024-04-27,9,6.24,75,31,Delivered,,1,False
ORD-01230,10,11,366,2024-12-31,13,19.7,75,244,Failed,2.0,1,
ORD-01231,16,8,465,2025-04-09,10,9.14,90,32,Delivered,,1,False
ORD-01232,22,2,529,2025-06-12,19,5.13,75,30,Delivered,,1,False
ORD-01233,10,8,419,2025-02-22,16,8.97,90,50,Delivered,,1,False
ORD-01234,16,11,9,2024-01-09,12,17.01,75,136,Delivered,,1,True
ORD-01235,37,12,258,2024-09-14,17,8.97,75,44,Delivered,,1,False
ORD-01236,8,1,382,2025-01-16,10,17.41,75,132,Delivered,,1,True
ORD-01237,31,12,76,2024-03-16,19,6.11,75,24,Delivered,,1,False
ORD-01238,25,11,276,2024-10-02,16,4.89,75,63,Delivered,,2,False
ORD-01239,19,8,30,2024-01-30,12,12.3,90,50,Delivered,,1,False
ORD-01240,3,2,69,2024-03-09,18,13.38,75,90,Delivered,,1,True
ORD-01241,28,10,310,2024-11-05,18,19.29,90,146,Failed,1.0,2,
ORD-01242,17,11,110,2024-04-19,14,10.24,75,96,Delivered,,1,True
ORD-01243,16,12,426,2025-03-01,15,12.93,75,59,Delivered,,1,False
ORD-01244,22,11,519,2025-06-02,15,4.66,75,38,Delivered,,1,False
ORD-01245,1,11,604,2025-08-26,8,5.24,75,53,Delivered,,2,False
ORD-01246,29,6,162,2024-06-10,11,16.05,90,93,Delivered,,2,True
ORD-01247,4,10,137,2024-05-16,15,15.95,90,102,Failed,5.0,1,
ORD-01248,8,12,89,2024-03-29,19,14.43,75,89,Delivered,,1,True
ORD-01249,9,7,479,2025-04-23,15,8.75,90,36,Delivered,,1,False
ORD-01250,12,2,533,2025-06-16,15,13.75,75,86,Delivered,,1,True
ORD-01251,5,11,29,2024-01-29,13,15.82,75,133,Delivered,,1,True
ORD-01252,21,5,697,2025-11-27,10,5.65,75,21,Delivered,,1,False
ORD-01253,4,7,47,2024-02-16,12,1.62,90,15,Delivered,,1,False
ORD-01254,17,3,403,2025-02-06,12,16.85,75,103,Delivered,,1,True
ORD-01255,13,10,534,2025-06-17,12,5.65,90,57,Delivered,,1,False
ORD-01256,10,9,658,2025-10-19,16,11.8,90,79,Delivered,,1,False
ORD-01257,7,8,538,2025-06-21,16,15.99,90,83,Failed,1.0,2,
ORD-01258,29,1,605,2025-08-27,18,6.01,75,38,Delivered,,1,False
ORD-01259,1,1,268,2024-09-24,15,16.18,75,111,Delivered,,2,True
ORD-01260,1,9,614,2025-09-05,16,8.45,90,50,Delivered,,1,False
ORD-01261,28,7,71,2024-03-11,17,4.18,90,15,Delivered,,1,False
ORD-01262,5,9,674,2025-11-04,11,8.49,90,39,Delivered,,1,False
ORD-01263,31,2,409,2025-02-12,14,8.65,75,64,Delivered,,1,False
ORD-01264,22,11,617,2025-09-08,11,3.49,75,23,Delivered,,1,False
ORD-01265,6,6,340,2024-12-05,13,18.66,90,88,Failed,8.0,2,
ORD-01266,13,3,484,2025-04-28,14,21.72,75,101,Delivered,,1,True
ORD-01267,20,12,389,2025-01-23,12,7.47,75,49,Delivered,,1,False
ORD-01268,23,8,551,2025-07-04,9,17.42,90,98,Delivered,,1,True
ORD-01269,13,3,72,2024-03-12,8,14.71,75,110,Delivered,,1,True
ORD-01270,38,4,54,2024-02-23,13,3.92,75,26,Delivered,,1,False
ORD-01271,20,8,198,2024-07-16,13,15.97,90,89,Delivered,,1,False
ORD-01272,2,1,131,2024-05-10,12,19.74,75,214,Delivered,,1,True
ORD-01273,3,7,658,2025-10-19,10,5.63,90,15,Delivered,,1,False
ORD-01274,34,8,176,2024-06-24,19,11.63,90,34,Delivered,,1,False
ORD-01275,10,12,718,2025-12-18,14,21.07,75,115,Failed,4.0,1,
ORD-01276,32,11,266,2024-09-22,8,11.88,75,60,Delivered,,1,False
ORD-01277,3,4,148,2024-05-27,16,20.46,75,137,Failed,3.0,1,
ORD-01278,20,2,596,2025-08-18,13,6.19,75,36,Delivered,,1,False
ORD-01279,5,2,495,2025-05-09,9,8.95,75,47,Delivered,,1,False
ORD-01280,15,2,365,2024-12-30,17,11.89,75,99,Delivered,,1,True
ORD-01281,26,6,416,2025-02-19,10,13.29,90,112,Delivered,,1,True
ORD-01282,9,6,542,2025-06-25,17,14.84,90,122,Delivered,,2,True
ORD-01283,5,2,184,2024-07-02,11,11.16,75,88,Delivered,,1,True
ORD-01284,24,9,730,2025-12-30,10,7.48,90,34,Delivered,,1,False
ORD-01285,3,3,718,2025-12-18,9,19.03,75,103,Delivered,,1,True
ORD-01286,25,3,489,2025-05-03,8,19.73,75,138,Failed,1.0,2,
ORD-01287,38,5,162,2024-06-10,12,11.77,75,50,Delivered,,1,False
ORD-01288,31,12,512,2025-05-26,10,14.33,75,99,Delivered,,1,True
ORD-01289,34,8,64,2024-03-04,12,7.25,90,32,Delivered,,1,False
ORD-01290,3,10,28,2024-01-28,10,16.03,90,64,Delivered,,1,False
ORD-01291,6,11,206,2024-07-24,17,18.19,75,171,Delivered,,1,True
ORD-01292,1,9,346,2024-12-11,11,20.97,90,93,Delivered,,1,True
ORD-01293,7,10,655,2025-10-16,12,3.72,90,29,Delivered,,1,False
ORD-01294,33,4,548,2025-07-01,13,3.26,75,23,Delivered,,1,False
ORD-01295,18,1,560,2025-07-13,10,2.29,75,21,Failed,3.0,1,
ORD-01296,31,8,325,2024-11-20,10,9.06,90,27,Delivered,,1,False
ORD-01297,4,11,273,2024-09-29,12,14.25,75,140,Delivered,,1,True
ORD-01298,22,10,292,2024-10-18,17,7.26,90,49,Delivered,,1,False
ORD-01299,7,12,725,2025-12-25,9,7.73,75,54,Failed,3.0,1,
ORD-01300,32,9,36,2024-02-05,10,3.55,90,22,Delivered,,1,False
ORD-01301,29,10,654,2025-10-15,14,9.18,90,51,Failed,2.0,1,
ORD-01302,21,4,435,2025-03-10,16,13.8,75,75,Delivered,,1,False
ORD-01303,16,12,333,2024-11-28,12,15.74,75,54,Delivered,,1,False
ORD-01304,15,2,547,2025-06-30,13,7.33,75,56,Delivered,,2,False
ORD-01305,40,8,359,2024-12-24,10,19.04,90,73,Delivered,,1,False
ORD-01306,13,11,660,2025-10-21,12,18.61,75,185,Delivered,,2,True
ORD-01307,4,5,677,2025-11-07,10,4.63,75,19,Delivered,,1,False
ORD-01308,27,3,324,2024-11-19,16,5.93,75,28,Delivered,,1,False
ORD-01309,39,3,220,2024-08-07,17,7.9,75,34,Delivered,,1,False
ORD-01310,11,10,445,2025-03-20,19,13.57,90,86,Delivered,,1,False
ORD-01311,27,9,684,2025-11-14,13,14.95,90,99,Delivered,,1,True
ORD-01312,30,5,170,2024-06-18,8,9.94,75,45,Delivered,,1,False
ORD-01313,16,4,469,2025-04-13,11,10.0,75,48,Delivered,,1,False
ORD-01314,38,3,475,2025-04-19,18,6.22,75,18,Failed,3.0,1,
ORD-01315,3,8,552,2025-07-05,16,5.65,90,25,Delivered,,2,False
ORD-01316,7,8,109,2024-04-18,13,3.07,90,15,Delivered,,1,False
ORD-01317,1,12,540,2025-06-23,16,11.65,75,72,Delivered,,2,False
ORD-01318,6,1,682,2025-11-12,13,16.19,75,132,Delivered,,2,True
ORD-01319,38,1,146,2024-05-25,20,2.02,75,15,Delivered,,1,False
ORD-01320,26,3,190,2024-07-08,17,5.9,75,37,Delivered,,1,False
ORD-01321,1,11,716,2025-12-16,9,10.12,75,93,Delivered,,1,True
ORD-01322,34,1,147,2024-05-26,11,19.4,75,157,Delivered,,1,True
ORD-01323,40,9,645,2025-10-06,14,9.12,90,45,Delivered,,1,False
ORD-01324,6,10,362,2024-12-27,18,17.39,90,104,Delivered,,1,True
ORD-01325,33,11,198,2024-07-16,12,5.44,75,60,Delivered,,2,False
ORD-01326,24,6,657,2025-10-18,10,2.03,90,15,Delivered,,1,False
ORD-01327,36,12,337,2024-12-02,16,14.26,75,78,Delivered,,1,True
ORD-01328,16,9,379,2025-01-13,9,7.88,90,29,Delivered,,1,False
ORD-01329,38,12,283,2024-10-09,10,8.46,75,55,Delivered,,1,False
ORD-01330,21,6,445,2025-03-20,18,2.69,90,23,Delivered,,1,False
ORD-01331,18,1,134,2024-05-13,9,6.06,75,77,Delivered,,1,True
ORD-01332,33,9,306,2024-11-01,17,5.02,90,29,Delivered,,1,False
ORD-01333,35,5,715,2025-12-15,13,6.08,75,17,Delivered,,1,False
ORD-01334,5,4,206,2024-07-24,18,19.44,75,131,Delivered,,2,True
ORD-01335,5,2,494,2025-05-08,10,15.9,75,105,Delivered,,1,True
ORD-01336,32,3,257,2024-09-13,18,18.99,75,85,Delivered,,1,True
ORD-01337,2,5,583,2025-08-05,12,12.24,75,71,Delivered,,1,False
ORD-01338,9,8,109,2024-04-18,12,8.76,90,58,Delivered,,1,False
ORD-01339,2,5,715,2025-12-15,10,4.9,75,22,Delivered,,1,False
ORD-01340,15,9,341,2024-12-06,15,13.33,90,73,Delivered,,1,False
ORD-01341,21,8,189,2024-07-07,14,5.49,90,18,Delivered,,1,False
ORD-01342,36,8,65,2024-03-05,13,20.9,90,62,Delivered,,1,False
ORD-01343,20,3,138,2024-05-17,17,15.2,75,113,Delivered,,1,True
ORD-01344,19,1,383,2025-01-17,10,10.69,75,105,Delivered,,1,True
ORD-01345,11,10,266,2024-09-22,18,16.6,90,73,Delivered,,1,False
ORD-01346,12,3,626,2025-09-17,17,13.17,75,76,Delivered,,1,True
ORD-01347,10,3,328,2024-11-23,11,13.64,75,93,Delivered,,1,True
ORD-01348,37,3,199,2024-07-17,12,8.82,75,49,Delivered,,1,False
ORD-01349,36,12,464,2025-04-08,8,5.88,75,20,Delivered,,1,False
ORD-01350,10,6,533,2025-06-16,13,2.38,90,24,Delivered,,1,False
ORD-01351,8,1,136,2024-05-15,12,15.41,75,130,Delivered,,1,True
ORD-01352,30,6,137,2024-05-16,10,14.1,90,116,Delivered,,1,True
ORD-01353,33,6,33,2024-02-02,15,11.35,90,94,Delivered,,1,True
ORD-01354,19,10,555,2025-07-08,15,8.87,90,71,Delivered,,1,False
ORD-01355,29,6,500,2025-05-14,15,15.82,90,110,Delivered,,1,True
ORD-01356,3,3,352,2024-12-17,15,13.06,75,68,Delivered,,1,False
ORD-01357,26,10,637,2025-09-28,17,4.33,90,24,Delivered,,1,False
ORD-01358,21,1,607,2025-08-29,14,7.95,75,42,Delivered,,1,False
ORD-01359,15,5,440,2025-03-15,10,20.95,75,91,Delivered,,1,True
ORD-01360,29,11,655,2025-10-16,15,19.48,75,239,Delivered,,1,True
ORD-01361,26,4,166,2024-06-14,13,8.82,75,48,Delivered,,1,False
ORD-01362,4,11,94,2024-04-03,12,15.35,75,220,Delivered,,1,True
ORD-01363,28,6,215,2024-08-02,12,6.7,90,70,Failed,7.0,2,
ORD-01364,36,2,51,2024-02-20,11,15.24,75,106,Delivered,,1,True
ORD-01365,27,8,394,2025-01-28,11,9.66,90,67,Delivered,,1,False
ORD-01366,28,12,697,2025-11-27,18,15.91,75,80,Delivered,,1,True
ORD-01367,39,2,36,2024-02-05,10,20.09,75,107,Delivered,,1,True
ORD-01368,34,6,102,2024-04-11,9,10.94,90,76,Delivered,,1,False
ORD-01369,6,1,340,2024-12-05,12,4.56,75,34,Delivered,,1,False
ORD-01370,12,9,696,2025-11-26,13,18.54,90,62,Delivered,,1,False
ORD-01371,9,4,250,2024-09-06,10,7.09,75,32,Delivered,,1,False
ORD-01372,32,1,373,2025-01-07,17,10.02,75,88,Delivered,,1,True
ORD-01373,20,8,38,2024-02-07,14,17.87,90,123,Delivered,,1,True
ORD-01374,1,3,122,2024-05-01,11,13.97,75,59,Delivered,,1,False
ORD-01375,31,2,724,2025-12-24,15,20.45,75,154,Delivered,,1,True
ORD-01376,12,8,712,2025-12-12,18,13.28,90,64,Delivered,,1,False
ORD-01377,8,5,4,2024-01-04,13,20.45,75,109,Delivered,,1,True
ORD-01378,24,10,705,2025-12-05,13,9.05,90,80,Delivered,,1,False
ORD-01379,31,12,481,2025-04-25,17,2.33,75,15,Delivered,,1,False
ORD-01380,37,1,655,2025-10-16,17,9.83,75,73,Delivered,,1,False
ORD-01381,10,6,341,2024-12-06,13,1.97,90,15,Delivered,,2,False
ORD-01382,27,11,380,2025-01-14,18,17.95,75,261,Delivered,,2,True
ORD-01383,5,9,360,2024-12-25,10,13.79,90,88,Delivered,,1,False
ORD-01384,7,10,502,2025-05-16,16,4.92,90,44,Delivered,,1,False
ORD-01385,21,11,116,2024-04-25,17,16.98,75,108,Delivered,,1,True
ORD-01386,24,2,27,2024-01-27,13,19.16,75,156,Delivered,,1,True
ORD-01387,1,3,244,2024-08-31,13,2.18,75,15,Delivered,,1,False
ORD-01388,27,6,531,2025-06-14,18,2.51,90,15,Delivered,,2,False
ORD-01389,13,9,163,2024-06-11,14,12.41,90,65,Delivered,,1,False
ORD-01390,35,12,507,2025-05-21,14,20.19,75,91,Delivered,,1,True
ORD-01391,27,8,715,2025-12-15,18,2.43,90,15,Delivered,,1,False
ORD-01392,2,8,81,2024-03-21,12,12.39,90,62,Delivered,,1,False
ORD-01393,29,10,506,2025-05-20,13,7.11,90,41,Failed,5.0,2,
ORD-01394,8,4,335,2024-11-30,10,21.92,75,90,Delivered,,1,True
ORD-01395,15,5,655,2025-10-16,10,9.32,75,47,Delivered,,1,False
ORD-01396,28,12,144,2024-05-23,16,16.23,75,109,Failed,7.0,1,
ORD-01397,28,1,522,2025-06-05,10,12.98,75,120,Delivered,,1,True
ORD-01398,33,10,633,2025-09-24,9,14.76,90,120,Delivered,,1,True
ORD-01399,3,2,702,2025-12-02,11,17.79,75,78,Delivered,,1,True
ORD-01400,8,10,514,2025-05-28,10,8.31,90,51,Failed,2.0,1,
ORD-01401,2,2,365,2024-12-30,10,15.85,75,153,Delivered,,1,True
